Document ID,Year,Source,DOI,Title,Abstract,Abstract word count,Author keywords,Index keywords,Topic probability
976,2021,Professional Geographer,10.1080/00330124.2020.1823862,Mapping Mediascapes: Exploring the Semantic and Geographic Spaces of Catalonia’s 2015 Independence Movement through Digital News,"Digital media merges disparate places, communities, and topics in reporting about current events, with both local and international impacts. This study maps the semantic spaces of reporting on Catalonia’s independence movement in 2015 onto geographic space, forming a “mediascape” of interwoven themes and places. It uses topic modeling to determine semantic themes and geographic information retrieval to map the geographies of those themes. A global pattern of distance decay from Barcelona, the center of the Catalonian independence movement, is apparent. This study also compares the particular media themes of professional sport, which is a globalizing force in Catalonia’s geopolitical narrative, and the Scottish independence referendum of 2014. It examines the particular geographies that appear in news articles pertaining to each theme. Contrasting the geographies of Catalonian independence and its relation to soccer and Scottish independence through the media produces a spatial–semantic illustration of how mediascapes form from and influence global geopolitical connections. © 2020 by American Association of Geographers.",159,Catalonia; news; Scotland; sport; topic models,Barcelona [Catalonia]; Catalonia; Scotland; Spain; United Kingdom; digitization; geopolitics; GIS; independence; mass media; media role; modeling; referendum; sport,0.08756488579742538
981,2019,Journal of Religion and Health,10.1007/s10943-018-0711-2,"Religiously/Spiritually Involved, but in Doubt or Disbelief—Why? Healthy?","The question of why atheists and agnostic theists attend religious services and pray (and what that might mean for their health) is examined through (1) a thematic analysis of commentaries, perspective pieces, and news articles from the popular literature, and (2) a critical review of scholarly research involving comparisons between religious and nonreligious individuals on a variety of health-related outcomes. Findings suggest that atheists and agnostic theists can take pleasure in attending religious services, and they may be driven to pray at times. In many cases, this was explained by their efforts to stay connected and avoid or manage conflict with family members. Despite a pattern of friction between nonbelievers and believers across the dataset, they predominantly agreed on the whys and wherefores of religious service attendance and the prospect that congregants could “bridge the worlds of belief and nonbelief.” The themes identified are intended to inform the development of qualitative interview protocols and survey instruments. Although health was not among the most salient themes in the narratives analyzed here, many of the reasons cited for religious service attendance and prayer can be tied to existing literature that has relevance for health. Atheists who experience dissonance between their self-perception and nonbelief in God—and agnostic theists who are prone to existential uncertainty and have only moderate faith—might experience poorer health outcomes. Recommendations focus on the need to (a) supplement secondary analyses of archival survey data with qualitative descriptions of belief systems within groups, and (b) move away from the adversarial stance taken by some of the authors of recently published studies on atheism, nonreligion, and health. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",275,Agnostic; Atheist; Health; Prayer; Religious service attendance,Emotions; Health Status; Humans; Qualitative Research; Religion and Psychology; Spirituality; Surveys and Questionnaires; adult; Agnostic; article; Atheist; controlled study; friction; human; interview; narrative; outcome assessment; perception; pleasure; religion; secondary analysis; standing; thematic analysis; uncertainty; emotion; health status; qualitative research; questionnaire,0.05744481784708371
989,2020,Western Journal of Communication,10.1080/10570314.2019.1637015,"Reframed Crisis Narratives: Localized Agenda Setting, Product Loyalty, and Pre-existing Organizational Narratives in the 2015 Blue Bell Creameries Listeriosis Crisis","This study examines the reframed narrative of Blue Bell Creameries’ 2015 listeriosis crisis as it was constructed by local news media. Using 1,316 news articles, this intertextual narrative analysis traces elements of news production, distribution, and consumption and suggests that, when antecedent texts serve to ingrain corporate or product loyalty in culture, news producers reframe crisis in terms of social losses, relegating health crisis to antenarrative. Findings also suggest that crisis narratives may be understood based on the presence of cultural ties to organizations or products creating emotional discourses that may supersede consumer self-interest. © 2019, © 2019 Western States Communication Association.",102,agenda setting; crisis narrative; focusing event; news framing,,0.09829743078827015
992,2021,"Psychological Trauma: Theory, Research, Practice, and Policy",10.1037/tra0001131,COVID-19 Anti-Asian Racism and Race-Based Stress: A Phenomenological Qualitative Media Analysis,"Objective: News media has recently been replete with stories of anti-Asian rhetoric and racism related to the COVID-19 pandemic. Empirical literature, however, has yet to systematically analyze and document these experiences and their impact. Our study aimed to examine this phenomenon by analyzing news media coverage published between December 31, 2019–June 30, 2020 on COVID-related anti-Asian incidents. Method: We utilized a phenomenological approach to conduct qualitative content analysis of 84 media articles reporting on coronavirus related anti-Asian incidents. We also present the emerging psychological framework of race-based stress and trauma to conceptualize the psychological impact of these race-based incidents reported in the media. Results: Qualitative analysis revealed five primary themes: (a) pathologizing cultural practices; (b) alien in one’s own land; (c) invalidation of interethnic differences; (d) ascription of diseased status; and (e) duality of frontline hero and virus carrier. We provide examples for each of these themes. Conclusion: These themes document stigmatizing narratives and demonstrate the phenomenology of race-based stress and trauma experienced by Asian individuals during the COVID era. We present potential implications for mental health of Asian individuals during and following the COVID-19 pandemic, as well as recommendations for future research. © 2021 American Psychological Association",198,Asian; Covid-19; Qualitative; Race-based stress and trauma; Racism,COVID-19; Humans; Mass Media; Mental Health; Pandemics; Racism; human; mass medium; mental health; pandemic; racism,0.06519564037919195
996,2020,Studies in Conflict and Terrorism,10.1080/1057610X.2018.1452767,Telling the Story of the National Socialist Underground (NSU): A Narrative Media Analysis,"The German media have played a much more important role in the context of the National Socialist Underground (NSU) than has been acknowledged. Drawing on criminological approaches to media images of crime and narrative hermeneutics, this article is based on an analysis of more than 1,000 print news articles published on the NSU crimes before and after the discovery of the perpetrators in November 2011. It argues that the story of the NSU as a right-wing terrorist group whose violent campaign was not recognized for more than a decade cannot be conceived of without the news media's narrative work across the period 2000–2012. © 2018, © 2018 Taylor & Francis Group, LLC.",112,,,0.0667442064712449
1018,2021,Aphasiology,10.1080/02687038.2019.1686743,"Attentive Reading with Constrained Summarization-Written, a multi-modality discourse-level treatment for mild aphasia","Background: Attentive Reading with Constrained Summarization-Written (ARCS-W) is a treatment in development that was adapted to improve written and spoken discourse in people with mild aphasia by targeting the cognitive requirements of discourse production. The current research represents the second report of ARCS-W and aimed to refine the protocol and replicate previous results. Aims: Determine if and to what extent ARCS-W affects the following abilities at post-treatment and one-month post-treatment:1. Micro and macrolinguistic written discourse abilities.2. Micro and macrolinguistic spoken discourse abilities.3. Other measures of language, including confrontation naming (spoken and written), sentence production and functional communication. Methods & Procedures: ARCS-W was administered to two participants with mild aphasia in a pre- to post-treatment design. Treatment required attentive reading followed by constrained summarization of novel news articles in the written and spoken modalities. Constraints were: use specific words, use complete sentences, stay on topic. Treatment outcomes evaluated micro (correct information units, complete utterances, grammatically complex utterances) and macrolinguistic (main events and main ideas, global coherence) discourse structure, confrontation naming, sentence production, and functional communication. Outcomes & Results: Both participants demonstrated improvement in untrained discourse at micro and macro levels. Participant 1 improved lexical specificity in confrontation naming and the proportion of main events and main ideas conveyed in discourse, and Participant 2 improved topic maintenance and lexical retrieval in discourse. Conclusions: There are few treatments for people with mild aphasia that work at a discourse level and these findings provide further evidence that ARCS-W may be a treatment option to improve written and spoken discourse in this population. © 2019 Informa UK Limited, trading as Taylor & Francis Group.",269,aphasia treatment; Discourse; discourse writing; mild aphasia,adult; aged; aphasia; Article; case report; cerebrovascular accident; clinical article; clinical assessment; cognition; communication skill; depth perception; discourse analysis; feedback system; human; information retrieval; interrater reliability; language; male; memory; phonetics; questionnaire; reading; speech therapy; storytelling; task performance; writing,0.08570722833076158
1037,2020,Studies in Conflict and Terrorism,10.1080/1057610X.2018.1471970,"Secret Bedfellows? The KGB, Carlos the Jackal and Cold War Psychological Warfare","This article contributes to the understanding of the emergence, character, and significance of conspiracy theories on state–terrorism relations by providing a historical case study on the “Carlos–KGB [Komitet gosudarstvennoy bezopasnosti] conspiracy theory”: the fictional narrative that the “super-terrorist” Carlos the Jackal was an agent of the KGB, exploited against the Soviet Union's Cold War enemies. The analysis shows that the stories originated from disinformation operations of Western intelligence services, which were then spread by the news media, politicians, and Carlos himself. The mythical Carlos simulated through Cold War psychological warfare is deconstructed as a symbol of Soviet control of international terrorism. © 2018, © 2018 Taylor & Francis Group, LLC.",110,,,0.05069966272090822
1041,2000,European Journal of Communication,10.1177/0267323100015003004,A narrative analysis of US press coverage of Slobodan Milosevic and the Serbs in Kosovo,"This article is an exploratory analysis of the linguistic treatment of the Kosovo bombing and related events as reported in the major US media. It studies the national news reported by nine different news media during a one-week period, 22-28 April 1999. This was a period about midway through the NATO bombing activity in Kosovo.",55,Content analysis; Discourse; Kosovo; Narrative; News; United states,,0.0650237297670872
1051,2015,Technological Forecasting and Social Change,10.1016/j.techfore.2014.02.024,The 'Narrative Turn' in developing foresight: Assessing how cultural products can assist organisations in detecting trends,"When developing foresight, it is essential to consider the information on which this activity is based. Weak signals, also conceptualised as trends, can be considered the most relevant input for developing foresight in an organisation. While detecting weak signals has traditionally relied on the news media, cultural products such as literature, movies, art, or computer games appear to have been neglected in the practice of foresight.However, literary genres such as novels can be a valuable source for developing foresight. Literature can be characterised as delivering ""thick descriptions"". Not only do novels describe social practices, but from them the reader also gains, for instance, deep insights into the feelings and emotions of the characters.These thick descriptions are even more interesting in the context of foresight when one considers that these descriptions play a role in the construction of social reality and therefore can influence, over time, reality, or rather translate fiction into fact. It can be argued that the new departs from cultural products, before translating into widely accepted social practices or mass-market products. The value of using literature in foresight also appears to be related to the notion that these narratives can be read as scenarios, revealing the potential of literature. Because of their narrative structure, these scenarios can overcome cognitive barriers in the development of foresight. © 2014 Elsevier Inc.",221,Cultural products; Foresight; Narratives; Trends,Computer games; Signal detection; Cultural products; Foresight; Market products; Narrative structures; Narratives; Social practices; Social reality; Trends; conceptual framework; culture; organizational framework; trend analysis; Translation (languages),0.05728240269497392
1057,2000,Journalism,10.1177/146488490000100202,'A news of feeling as well as fact': Mourning and memorial in American newsmagazines,"When famous people die, the public mourns them primarily in the same forum where they came to 'know' them in life - the news media, which become national healers. This study examines how American newsmagazine journalists have covered the deaths of 12 major celebrities. It reveals that this practice did not begin as 'the Diana phenomenon', but rather has been taking shape for four decades. The death of Diana, and more recently that of JFK Jr, were the same journalistic story as the passings of other figures as diverse as Judy Garland, John Lennon, John Wayne, and Elvis Presley. Their lives and deaths were made meaningful through a ritual narrative with consistent themes: the celebrity was 'one of us' while also representing our greatest hopes; and though the death was tragic, it reminded us of societal values that somehow had been forgotten. Commemorative journalism reaffirms rather than informs, and its subject is collective identity - social, generational, and national. Copyright © 2000 SAGE Publications.",164,Celebrity; Commemoration; Death; Journalism; Newsmagazines; Ritual,,0.07892125431711096
1058,2017,International Journal of Strategic Communication,10.1080/1553118X.2016.1246449,News Media and Corporate Representation of CSR in India,"Applying stakeholder theory in an international context, this study examined how Indian news media and corporations communicatively define corporate social responsibility (CSR) and the relationship between their narratives. Content analysis of 242 news articles and 200 corporate websites shows that although there are signs of a progressive CSR attitude, the news media and corporate discourse are still ignoring current issues and challenges relevant to Indian society. However, there were also indicators of tensions between moral and strategic intent, as well as intrinsic and extrinsic motivations that previous studies have argued should define CSR in the Indian context. Implications for international CSR research and practice in the context of sociocultural and media environment are discussed. © 2017 Taylor & Francis Group, LLC.",121,,,0.05389666207351487
1067,1999,Journal of Communication,10.1111/j.1460-2466.1999.tb02794.x,Journalistic uses of collective memory,"It has become clichéd to assert that journalists write the first draft of history. Far less attention has been paid to who does the rewrites. Frequently, second drafts of history are also written by journalists. The typology developed here describes the ways journalists use our public past and offers some insights about the process of collective memory development in the news media. Commemorative journalism seems to offer the best chance to reexamine our past, but may offer little incentive to do so. Historical analogies may not encourage us to contest the meaning of the past due to the simple, dramatic narratives of news reporting. Historical contexts may not encourage us to look closely at the meanings we ascribe to the past either, because they are presented as facts rather than interpretations.",131,,,0.07802851943530102
1075,2008,Global Media and Communication,10.1177/1742766508096083,'Have you seen Bloomberg?',"With the proliferation of transnational television flows, viewers can see their national affairs, traditionally covered predominantly by national news, portrayed by cross-border news channels. This article examines how transnational satellite news coverage of national events enhances nations' global visibility, and influences national public debate over national narratives. An analysis of the public debates in Spain and France over transnational channels' coverage of the March 2004 terror bombings in Madrid and the October 2005 French riots, respectively, provides the basis for discussing the implications of the 'new visibility' (Thompson, 2005) of nations, in today's media age. The analysis demonstrates how transnational networks' coverage of these events generated estrangement, de-familiarized and cast doubt on national narratives and commonsensical discourses of us/them, thereby offering viewers an alternative distance from their national unit and encouraging a self-reflexive process of introspection and critical discussion. This process may open up the possibility for a more inclusive national space and strengthen democratic culture, but at the same time it triggers instabilities, which might contribute to citizens' loss of trust in the news media - a dangerous scenario for democracy.Copyright © 2008 SAGE Publications.",186,BBC world; CNN international; French riots; Madrid bombings; New visibility; Transnational television news networks,,0.058957446197355205
1105,2010,International Criminal Justice Review,10.1177/1057567710380914,Gendered Violence: An Analysis of the Maquiladora Murders,"This study analyzes the social construction of a wave of female homicides surrounding the maquiladora plants in Ciudad Juarez, Mexico. Specifically, it explores the social construction of the murders by three different groups, the news media, human rights organizations, and academic researchers. The research begins with a content analysis of 35 narratives from newspapers, human rights reports, and academic journals. Sixteen of these narratives discuss North American Free Trade Agreement (NAFTA) in relation with the violence in Juarez. Analysis indicates that gender issues are intertwined with the trade agreement and concludes that the policy has aided in the disruption of the social fabric of Mexican society. © 2010 Georgia State University.",111,Central/South America; Cuidad Juarez; gender and crime/justice; inequality and crime; maquiladora,,0.04517883665494199
1111,2009,Memory Studies,10.1177/1750698008102054,'We were all there': Remembering America in the anniversary coverage of Hurricane Katrina,"The study of Hurricane Katrina's anniversary coverage in a dozen national and local mainstream outlets and six books explored whether the journalism followed the 'typical' commemoration patterns that press historians have described. Nationally, the press demonized New Orleans as an example of what the country needed to avoid - politically, economically, structurally, morally. Locally, the press did not set agendas, but rather focused on the importance of ritual in recreating a lost community. Instead of creating a mnemonic quagmire, these seemingly disparate narratives sought to restore faith in American redemption, collectively, at a time of national unrest. Such research exemplifies the tension between dominant institutions of the press, government and the Church, how authority is asserted, and the process by which all of this plays out in the news media, forming collective memory according to national ideals and local interests.",140,Authority; Collective memory; Journalism; Press; Ritual,,0.063708736450807
1115,2015,"Journal of Health Politics, Policy and Law",10.1215/03616878-2882281,"Overutilization, overutilized","Overutilization is commonly blamed for escalating costs, compromising quality, and limiting access to the US health care system. Recent estimates suggest that nearly one-third of health care spending in the United States is a result of unnecessary care. Despite the surge of exposés that purport to uncover this ""new"" problem, narratives about overutilization have been circulating in health policy debates since the beginnings of the health insurance industry. This article traces how the term overutilization has spread in popularity from a relatively small community of mid-twentiethcentury insurance experts to economists, physicians, epidemiologists, and eventually the news media of the early twenty-first century. A quick glimpse at the history of the term reveals that there has been constant disagreement and debate over the meaning and impact of overutilization. Moreover, the term has been put to very different uses, from keeping socialism at bay to preserving the fiscal integrity of Medicare to protecting the health of patients. The overutilization narrative, seductive in its promise of cutting costs without sacrificing access to quality care, too often drowns out other difficult conversations about social welfare, health equity, prices, and universal coverage. © 2015 by Duke University Press.",193,Health insurance; Health policy research; Managed care; Overutilization,"Cost Control; Health Policy; Health Services Accessibility; Humans; Insurance, Health; Managed Care Programs; Medical Overuse; Medicare; Quality of Health Care; United States; cost control; economics; health care delivery; health care policy; health care quality; health insurance; health service; human; medicare; organization and management; trends; United States",0.06716809523119369
1117,2004,Policy Studies,10.1080/0144287012000277462,"Misrepresenting the multicultural nation: The policy-making process, news media management and the Parekh report","The Commission for the Future of Multi-Ethnic Britain was launched by Jack Straw in January 1998 to provide a blueprint for a progressive, multi-culturally constituted 'post nation'. The long awaited Commission report - the Parekh report - was published two years later and was met by a torrent of negative news media coverage and government handwashing. Academics and policy makers working on sensitive issues of race, ethnicity, culture and national identity are still attempting to learn the lessons from the failure of the Parekh report to capture the national-popular imagination. A series of important research questions are raised in this article about the role of the media in public policy agenda-setting; the most significant being whether the negative news coverage and political response to the report signalled the end of New Labour's 'post Lawrence' attempts to re-imagine Britain as a twenty-first century multiethnic nation. In its account of the report's production to publication narrative, the article considers the continued power of the news media to confound and unsettle the plans of policy makers, academics, public relations companies and government ministers working on race matters. In the broader context in which the nature of the relationship between policy networks, social policy documents and the news media remains relatively under-scrutinised in both policy and media debates, the article explores how, and on what terms, policy makers can and do engage with the process of making race-related policy documents 'known about'. Drawing on data collected through a qualitative study of the journey of the Parekh report into the public domain, this article analyses the news media strategy developed to launch and promote the report and reveals the limits of attempts to manage the news media. It argues that the report was destabilised not only by the news media and its political reception but by competing sets of demands that mystified the purpose of the Commission and its beneficiaries.",315,,,0.05420980427282597
1125,2017,Journal of East Asian Studies,10.1017/jea.2016.33,The access paradox: Media environment diversity and coverage of activist groups in Japan and Korea,"To what extent is a diverse news media environment good for activists who seek attention for their cause? Scholars agree that activist groups depend on the media to reach policymakers and bystanders. Yet prior scholars have overlooked how factors that contribute to media environment diversity- including journalistic norms, market structures, outlets' partisanship, and audiences' news consumption habits-can have contradictory implications for activist groups. Disaggregating questions of gaining publicity from questions of the message and reach of coverage, this article shows that while pluralistic media environments are more accessible to activists, more homogeneous media environments help groups that manage to break into the mainstream news reach wider audiences with more coherent narratives. These findings challenge common assumptions about the news media in Japan and Korea.Apaired comparison of hepatitis C-related activism in both countries demonstrateshowthe forces democratizing access to the media are paradoxically reducing the persuasive potential of publicity. © East Asia Institute.",151,"Activism; Comparative media systems; Hepatitis C, democratic politics; Japan; Social movements; South Korea",,0.1147657698405737
1134,2014,Cartographic Journal,10.1179/1743277413Y.0000000043,The state as a 'power container': The role of news media cartography in contemporary geopolitical discourse,"The news media play an important role in creating and disseminating geopolitical discourse. This paper explores the role of news maps in geopolitical discourse with reference to the potential super-power status of key states, specifically China and Russia as members of the BRIC group (Brazil, Russia, India and China), and in the case of Russia, the NORCs (Northern Rim Countries - Canada, Russia, several Scandinavian states and the USA). It also explores references to 'threats' to a stable interstate system (resource wars, regional instability, 'rouge states'). The paper argues that the concept of the state as 'power container' provides a key to understanding how maps operate as a significant element within geopolitical discourse. Maps provide spatial and geostrategic context to the narratives being deployed by news providers on such matters as China's projection of power. The paper is based on the findings of a comprehensive survey of maps in the UK 'quality press' in 2009. © The British Cartographic Society 2014.",161,Geopolitics; Map design; News media maps,United Kingdom; cartography; geopolitics; mass media; political discourse; superpower,0.13662513003998963
1140,2016,"Discourse, Context and Media",10.1016/j.dcm.2016.07.001,Nurses’ blogs as part of a political process – Professional identity as a rhetorical resource for negotiating responsibility and blame,"The working conditions of nurses in the Swedish healthcare system are often debated in the news media, where the various stakeholders׳ (nurses, union, politicians and healthcare managers) versions of events are laid out. By using social media, nurses can participate in the debate and in a political process by drawing on narrative elements as responses to politicians׳ and healthcare managers׳ neglect of the nurses׳ situations. This article reports on a study of 50 topic driven blogs written by nurses from 2013 to 2015 and published on the website of a union magazine for healthcare professionals. Departing from a discursive narrative approach, the aim of the study is to analyse how the nurses narrate their working conditions and what they convey. The study shows that the bloggers create a we-ness by constructing and displaying their professional identity, illustrating unfair working conditions, conveying criticism and negotiating responsibility and blame. Addressing other nurses, the bloggers presume that others in the profession experience similar things in their workplaces and thereby encourage them to take action and make the injustices known. In order to gain credibility for the reported events and the relations, rhetorical resources such as factual accounts, categories, pronouns and a media discourse are used. The media discourse that is (re)produced in the blogs and elsewhere may result in nurses being trapped in their way of talking about their working situation, normalising it and having difficulty finding solutions. © 2016 Elsevier Ltd",239,Blogs; Discursive psychology; Narrative analysis; Nurses; Professional identity; Rhetorical resources,,0.08446888215191176
1144,2012,"Health, Risk and Society",10.1080/13698575.2012.701275,"Do the leads tell the whole story? An analysis of story leads of the Walkerton, Ontario E. coli contamination of drinking water supplies","Despite the availability of a variety of information sources, the news media remain one of the dominant sources of representations of advances in science, technology, government policies and other issues important to society. Some researchers have argued that story leads are important for conveying the content of an entire story and are highly memorable. We seek to address two questions in this article: how reliable is the story lead as a proxy for full text; and to what extent does the emphasis of one type of framing in the story lead influence the details of what people may remember of a particular event? From an analysis of a large media dataset including Canadian national newspaper and televised broadcasts, we compare the content of story leads to the full story text. We also draw on comments from news reporters reflecting on the importance of the lead and story structure principles that they follow in constructing a news story. We compare the results from the media dataset to recollections from participants from general public focus groups. We argue that in this particular case study, the news frames that reporters emphasised (health - illnesses and deaths as a result of the contamination) do not correspond with what average Ontarians from 10 focus groups remembered. We also conclude that while media story leads are an important device used to structure news stories, they do not serve as a good proxy measure for what is actually covered in the full text. © 2012 Copyright Taylor and Francis Group, LLC.",254,communication; media; perceptions; risk; story structure,drinking water; article; attention; Canada; Escherichia coli; health hazard; human; information processing; information seeking; mass medium; public opinion; publication; social attitude; society; storytelling; telecommunication; water contamination,0.10880466363523326
1149,2017,Palabra Clave,10.5294/pacla.2017.20.4.10,"Bitches ain't gonna hunt no ghosts"": Totemic nostalgia, toxic fandom and the ghostbusters platonic","In March 2016, the trailer for Paul Feig's Ghostbusters reboot debuted online and suffered the unfortunate accolade of being the most disliked trailer in YouTube history. Popular news media, including professional, pro-Am, and amateur commentators, picked up on the resulting online kerfuffle as clear indication that there is something rotten in the state of fandom. Feig himself frequently turned to the echo chamber of social media to denounce fans as ""some of the biggest arseholes I've ever met in my life"". Addressing fans that singled out the reboot as ""ruining my childhood,"" Feig poured fuel on the fire by criticising such a perspective as merely the product of ""some whacked-out teenager,"" overdramatic, pathological and, perhaps more pointedly, ""toxic"". In so doing, Feig-And, by extension, the cast of the Ghostbusters reboot-replicated and re-Activated traditional stereotypes of the fanboy-living in his mother's basement and obsessing over trivial entertainment. This article takes the claims of ""childhood ruination"" seriously to examine what is at stake for fans of the original Ghostbusters film. Despite the organs of online media heavily criticising fanboys as misogynistic relics and sexist heathens, often in aggressive ways, I argue that fans' affective, nostalgic attachment to the first Ghostbusters film-The ""primary cinematic text"" (Bernard, 2014)-forms a crucial component of fans' ""self-narratives"" (Hills, 2012) and ""trajectories of the self "". By drawing on empirical work on ""nostalgic narratives"" conducted in the psychology field, I argue that it is not simply toxicity that drives these fans to defend the fan-object from being colonised by an invading text, but, rather, what I am terming as totemic nostalgia, a form of protectionism centred on an affective relationship with a text, usually forged in early childhood. Threats to the Ghostbusters totemic object, then, ""can thus be felt as threats to these fans' self-narratives"" (Hills, 2012, p. 114).",301,Gender; Ghostbusters; Reboot (source: unesco thesaurus); Totemic nostalgia; Toxic fan cultures,,0.03483121849181296
1151,2016,Critical Discourse Studies,10.1080/17405904.2015.1074594,How Malthusian ideology crept into the newsroom: British tabloids and the coverage of the ‘underclass’,"This article argues that Malthusianism as a series of discursive regimes, developed in the Victorian-era, serves in times of austerity to reproduce an elite understanding of social exclusion in which those in a state of poverty are to blame for their own situation. It highlights that Malthusianism is present in the public discourse, becoming an underlining feature in news coverage of the so-called ‘underclass’. Our findings broadly contradict the normative claim that journalism ‘speaks truth to power’, and suggest instead that overall as a political practice, journalism tends to reproduce and reinforce hegemonic discourses of power. The piece is based on critical discourse analysis, which has been applied to a significant sample of news articles published by tabloid newspapers in Britain which focussed on the concept of the ‘underclass’. By looking at the evidence, the authors argue that the ‘underclass’ is a concept used by some journalists to cast people living in poverty as ‘undeserving’ of public and state support. In so doing, these journalists help create a narrative which supports cuts in welfare provisions and additional punitive measures against some of the most vulnerable members of society. © 2015 Taylor & Francis.",193,Britain; critical discourse analysis; journalism; newspaper discourse; poverty; underclass,,0.10193049708788467
1154,2015,Journal of Patient Safety,10.1097/PTS.0000000000000039,Perceptions of Medical Errors in Cancer Care: An Analysis of How the News Media Describe Sentinel Events,"Objective To analyze the print news media's coverage of sentinel events involving cancer patients. Methods Using LexisNexis®, we identified English-language newspaper articles covering medical errors in cancer care between January 1, 2000, and December 31, 2010. Articles were coded for 3 major themes using a standardized abstraction instrument: narrative statements and point of view most prominently represented, attribution of blame, and orientation toward patient safety. We also abstracted country where the newspaper was published, type of error event, and extent of patient harm. Results We analyzed 64 articles from 37 print newspaper syndications that circulated in 6 countries/regions. Reports of medical errors rarely were framed from the point of view of a safety expert or the responsible clinician (13% and 3%, respectively) compared with the patient and legal points of view (both 30%). Articles held individual clinicians (41%) and hospital systems (28%) responsible for most errors. Four in 10 articles failed to present medical errors as ""systems"" problems. Article perspective varied considerably by country, with 53% of articles from the UK and 63% from Australia and New Zealand judged as negatively slanted compared with 14% in the United States and Canada. Conclusions In reports of medical errors involving cancer patients, the news media regularly blame individual clinicians for mistakes and fail to present a systems-based understanding of these events.",219,cancer patients; medical errors; news media,Asia; Attitude to Health; Australia; Canada; Great Britain; Hospitals; Humans; Israel; Medical Errors; Neoplasms; New Zealand; Newspapers; Patient Safety; Quality of Health Care; United States; Asia; attitude to health; Australia; Canada; health care quality; hospital; human; Israel; medical error; Neoplasms; New Zealand; patient safety; publication; United Kingdom; United States,0.1062385612040566
1157,2013,Critical Studies on Security,10.1080/21624887.2013.857467,Contested stories of commercial security: self- and media narratives of private military and security companies,"The article illustrates the potential of narrative analysis as a transdisciplinary method for Critical Security Studies by investigating self-legitimizing narratives of private military and security companies (PMSCs) and contrasting them to the narratives on PMSCs found in the news media. Employing narrative analysis and focusing on the websites of 55 PMSCs and 4 quality US and British newspapers, we reconstruct how PMSCs and the media establish 4 conflicting narratives characterizing PMSCs as technical and military experts vs. incompetent cowboys, professional businessmen vs. exploiting war profiteers, noble humanitarians vs. uncontrolled abusers and proud patriots vs. dirty mercenaries. Our analysis shows that the self-narratives of the PMSCs largely fail to arrive in the public media narratives, although some self-characterizations such as the expert or the businessman resonate somewhat better than others, in particular the strongly romanticizing images of the humanitarian or the patriot. We propose the concept of ‘intertextual narratability’ to suggest that the media reception of PMSCs’ self-narratives is shaped by their (lack of) connectability to existing culturally embedded narratives on PMSCs. © 2013, York University.",175,image; media; narrative; narrative analysis; private military and security company,,0.16472290768761272
1160,2011,Journal of Medical Humanities,10.1007/s10912-010-9135-z,Trapped children: Popular images of children with autism in the 1960s and 2000s,"The lay public inherits much of its information about disability and mental illness through the media, which often relies on information from popular scientific works. Autism, as it was defined during the dominance of psychogenic paradigms of mental illness, generated certain tropes surrounding it, many of which have been popularized through media representations. Often inaccurate, these tropes have persisted into contemporary times despite a paradigmatic shift from psychogenic to biological explanations and treatments for mental illness. The current article examines images and articles of children with autism from the 1960s and the early 2000s in major news media and scientific literature to highlight the persistence of themes of fragmentation and the imprisonment of children with autism. While these themes have persisted in psychological and media literature, narratives of people with autism and their families often present a different perspective. This results in two divergent 'realities' of autism being disseminated into the general public. © Springer Science+Business Media, LLC 2011.",159,Autism; Disability; Media; Mental illness; Neurodiversity,"Autistic Disorder; Child; Child Welfare; Health Education; Health Knowledge, Attitudes, Practice; History, 20th Century; Humans; Mass Media; Photography; Prejudice; Social Perception; article; attitude to health; autism; child; child welfare; health education; history; human; mass medium; perception; photography; psychological aspect; social psychology",0.030861997312084617
1161,2007,Critical Studies in Media Communication,10.1080/07393180701694655,Mothers of soldiers in wartime: A national news narrative,"National news media represent mothers of US combat soldiers in the Iraq War as archetypal good mothers, that is, mothers who continue their maternal work even after their children are deployed. However, not all mothers are depicted as the archetypal patriotic mother, i.e., a good mother who is also stoic and silent about the war and her child's role in it. Mothers of soldiers are portrayed as good mothers who sometimes also voice their attitudes about the war effort. The maternal attitudes ranged from complete support for the war to opposition to the war but support for the soldiers. The findings suggest a picture of wartime motherhood that is more nuanced than the historical image of the patriotic mother suggests.",120,Combat Soldiers; Good Mother; Iraq War; Maternal Work; Patriotic Mother,,0.05688864323166659
